generations,population,crossover,mutation,elitism,bits,score,avg_fitness,std_dev
16,90,0.7335,0.0488,0.5885,11,4.109154721614936,2.04091738659748,0.9364746700349119
16,90,0.7335,0.0488,0.632,11,4.447291963211914,2.239098671864537,1.2163865826947542
16,90,0.7335,0.0488,0.5885,16,4.464371170855159,2.1783687131520892,1.3720049154061391
16,90,0.7335,0.0488,0.5655,11,4.790439913335045,2.731906080987469,0.9170676646951513
16,90,0.7335,0.0488,0.5885,11,5.070347027302308,2.284193359365876,2.372307335872864
16,90,0.7335,0.0488,0.5655,11,5.37241015412868,3.430705918478312,0.6834084713007353
16,90,0.7335,0.0488,0.5655,11,5.393269269796544,2.5270411644952873,2.5324562106025144
16,90,0.7335,0.0488,0.5885,11,5.5373555981299525,2.6845396089268774,2.5056319784061496
16,90,0.7335,0.0488,0.5655,11,3.4694721945805926,1.7289335680650986,0.28107725303098774
16,90,0.7335,0.0488,0.5655,11,3.5359816104247783,1.5513137555568772,0.769335709735802
16,90,0.7335,0.0488,0.5655,11,3.9981475770235506,2.033801459624519,0.7286922347980634
16,90,0.7955,0.0488,0.5655,11,4.029229067250645,2.250430152083536,0.3575978303342163
16,90,0.7335,0.0488,0.5655,11,4.039515728728123,1.8820347567620044,1.114961943932236
16,90,0.7335,0.0488,0.5885,11,4.12997651273492,1.7732236013080762,1.5135058228536873
16,90,0.7335,0.0488,0.5655,11,4.13323445194667,2.1331569264059715,0.8001550510813976
16,90,0.7335,0.0488,0.5885,11,4.401717156595346,2.5548443333314914,0.49374564652770797
16,90,0.7335,0.0488,0.5885,11,4.500091258107364,2.216023134485795,1.3681362472431398
16,90,0.7335,0.0488,0.5885,11,4.541551366321725,2.709836420984471,0.4634298906745075
16,90,0.7335,0.0488,0.5885,11,4.558664680296962,1.7900328003169512,2.3372637599600226
16,90,0.7335,0.0488,0.5655,11,5.289671750961846,2.5253594439316926,2.328624614060305
16,90,0.7335,0.0488,0.5655,11,5.428212712042587,2.5258969354080043,2.604631553269166
16,90,0.7335,0.0488,0.5655,11,5.541831060190113,3.4419121876102334,0.9998377451597591
16,90,0.7335,0.0488,0.5655,11,5.711867499773684,3.316068058756239,1.5915988820348888
16,90,0.7335,0.0488,0.5655,11,3.147458607720785,1.319718204373147,0.4554808066952757
16,90,0.7335,0.0488,0.5655,11,3.459502418523938,1.451052697391675,0.8168994422645247
16,90,0.7335,0.0488,0.5655,11,3.471357604996756,1.6396775159553236,0.4633601780828642
16,90,0.7335,0.0488,0.5655,11,3.5504854757875597,1.868976695952206,0.16301755967070702
