generations,population,crossover,mutation,elitism,bits,score,avg_fitness,std_dev
35,78,0.7832,0.0336,0.5659,23,5.5433532658721205,1.402576862093624,1.2815528075569929
35,78,0.7832,0.0336,0.5659,23,5.643064490480229,1.6467599208390955,0.9926091392822664
35,78,0.7832,0.0336,0.5659,23,5.805484901861555,1.7666894798840447,1.0775908439550208
35,78,0.7832,0.0336,0.6235,29,5.867346116395405,1.9341602548670538,0.866371723056702
35,78,0.7832,0.047,0.6235,25,6.027993987914751,1.90246783085316,1.2510523141231817
35,78,0.7832,0.0336,0.5659,23,6.104267282139565,1.87106167735783,1.466411209563471
35,78,0.7832,0.0412,0.6235,29,6.248228025561287,2.3626569937203943,0.7711420636817862
35,78,0.7832,0.0336,0.6235,25,6.421757240280036,2.1196029054448067,1.6043086696704594
35,78,0.7832,0.0336,0.6235,25,6.587419169064123,2.871316146084475,0.43220604595929707
35,78,0.7832,0.0336,0.5659,23,6.67978103145553,2.4746547842467534,1.4102524944175536
35,78,0.7832,0.0336,0.7416,25,6.777528224766382,2.2987793198093143,1.9574978099141345
35,78,0.7832,0.0336,0.5659,23,4.676143735304672,1.0035791318514662,0.3451292069064106
35,78,0.7832,0.0336,0.5659,23,5.41993600561025,1.603197065459571,0.6334778803013584
35,78,0.7832,0.0336,0.5659,23,5.559353052935443,1.5603221395890465,0.9980618266927935
35,78,0.7832,0.0336,0.5659,23,5.585603182220046,1.8994564565703844,0.37229345129932195
35,78,0.7832,0.0336,0.5659,23,5.620372784735624,1.5109552933315737,1.2188349828080993
35,78,0.7832,0.0336,0.5659,23,5.813914507606018,1.5750559626777865,1.4777170898564624
35,78,0.7269,0.0336,0.5841,33,5.901949139580995,1.7449509328589063,1.313996413444177
35,78,0.7832,0.0336,0.5659,23,6.113354390340852,1.883373092179734,1.4599625963222371
35,78,0.7832,0.0336,0.5659,23,6.179876576650432,2.5118693902000393,0.33601437290078745
35,25,0.7269,0.0336,0.5659,33,6.223005701238046,2.6372020195591657,0.17160736335776036
35,78,0.7832,0.0336,0.5659,23,6.479862757158939,2.6460339501942554,0.6676576139293673
20,78,0.7832,0.0336,0.5659,23,6.525351713652312,3.7028700866301056,1.6449632540444123
35,78,0.7832,0.0336,0.5659,23,6.582137895465807,2.7151846771747596,0.7339064365820939
35,78,0.7269,0.0336,0.5841,33,6.667632659147067,3.027878393654552,0.2795085309850294
35,78,0.7832,0.0336,0.5659,23,6.679460505320213,3.0339996753409597,0.29092165995850766
35,78,0.7832,0.0336,0.5659,23,3.7985477593524726,0.22460806964130878,0.14787937942232804
35,78,0.7269,0.0336,0.5841,33,5.835433674784802,2.1217387254391777,0.4273898986912485
35,78,0.7832,0.0336,0.5659,23,5.970888118540817,2.3178553249254943,0.30606558723064464
35,78,0.7832,0.0336,0.5659,23,6.091434814412479,2.2238626541737947,0.7351443204773694
35,78,0.7832,0.0336,0.5659,23,6.100218254645606,2.0668968218116595,1.0666428656678917
35,78,0.7832,0.0336,0.5659,21,6.18729010752129,2.356908886124076,0.6607624427944268
35,78,0.7832,0.0336,0.5659,23,6.206785877666162,2.2949353005744375,0.82370115418345
35,78,0.7832,0.0336,0.5659,23,6.207237760233195,2.4119016160051676,0.5906722884560544
35,78,0.7832,0.0336,0.5659,23,6.348965020827498,2.2394259515002037,1.2190781386545884
35,78,0.6365,0.0336,0.5659,23,6.366548214901721,2.6877375501530683,0.35762132949730574
35,78,0.7832,0.0336,0.5659,23,6.469546951324627,2.0584981519878998,1.8220975986734542
35,78,0.7832,0.0336,0.5659,23,6.528757305482963,2.9608358455136514,0.1358429199386229
35,78,0.7832,0.0336,0.5659,23,6.607824243613801,2.3199987900109686,1.5756509072056646
35,78,0.7832,0.0336,0.5659,23,6.662988577310616,2.6297433267922745,1.0664905010366825
35,78,0.7832,0.0336,0.5659,23,7.053558584856222,2.8016900104450824,1.5037371488222788
35,78,0.7832,0.0336,0.5659,23,5.405822971920774,1.7799139530448416,0.2518180377518638
35,78,0.7832,0.0336,0.5659,23,5.774766750865817,1.8499995001053766,0.8495345015208816
35,78,0.7832,0.0336,0.5659,23,5.8632427391433435,1.9345493096208644,0.8573868590449585
35,78,0.7832,0.0336,0.5841,23,5.945329119641111,1.6242116131318085,1.6422350130186056
35,78,0.7832,0.0336,0.5659,23,5.962288810879597,1.8835333337421305,1.1575109542749324
35,78,0.7269,0.0336,0.5841,33,6.064516994755055,2.3435942933473255,0.44184540281545726
35,78,0.7832,0.0336,0.5659,23,6.103319944958796,1.8499817220131967,1.5066764458911979
35,78,0.7832,0.0336,0.5659,23,6.108271754599507,2.0450423611324435,1.1264587869341252
35,78,0.7832,0.0336,0.5659,23,6.1336328591079905,2.5457202839507507,0.17582515031447993
35,78,0.7269,0.0336,0.5841,33,6.197559634863891,2.6740334654066484,0.04705233891448682
35,78,0.7832,0.0336,0.5659,21,6.464357576098937,2.7628071225289066,0.4031009071400623
35,78,0.7269,0.0336,0.5841,33,6.476625932107984,2.428898459628142,1.0954549449596835
35,78,0.7269,0.0336,0.5659,23,6.538498829854839,2.160296649160671,1.7564043613883356
35,78,0.7269,0.0336,0.5841,33,6.669229559048599,2.9922259871923016,0.3540071437125948
35,78,0.7832,0.0336,0.5841,23,6.866117854789801,2.9899871876826074,0.7522613342143877
35,78,0.7832,0.0336,0.5659,23,5.734385455201778,1.6926908064937511,1.0833892974160544
35,78,0.7269,0.0336,0.5841,33,5.75813392640975,1.8286779986973423,0.8589118554248146
35,78,0.7832,0.0336,0.5659,23,5.797277853195695,2.005772759047952,0.5830101882954847
35,82,0.7832,0.0336,0.5659,23,5.803685693200547,1.766729612862082,1.0739121606769308
35,78,0.7975,0.0336,0.5659,23,5.926420978334505,2.0856622998261725,0.6815173570166666
35,78,0.7832,0.0336,0.5659,23,5.988122054878702,2.3737944394559864,0.22865523084543107
35,78,0.7832,0.0336,0.5659,23,6.078021983012454,2.234311441813115,0.6874210823986783
35,78,0.7832,0.0336,0.5659,23,6.096629766603197,1.8245075530479125,1.5442444271105698
35,78,0.7832,0.0336,0.5659,23,6.111567418746725,2.4921948922553345,0.23874505298278179
35,78,0.7832,0.0336,0.5659,23,6.130217644468175,2.6167698678846945,0.02689555316696197
35,78,0.7832,0.0336,0.5841,23,6.143497599874436,2.156518726567452,0.9739577466139683
35,78,0.7832,0.0336,0.5659,23,6.263769764723873,2.477407849452539,0.5727238305426677
35,78,0.7832,0.0336,0.5659,23,6.34231602542325,2.7495335729756816,0.1855649048951363
35,78,0.7832,0.0336,0.5659,23,6.837248982764516,3.075383595369095,0.5237307747908426
35,78,0.7832,0.0336,0.5659,23,7.053681577079871,3.1121539208515143,0.8830553124567144
35,78,0.7832,0.0336,0.5659,23,5.202067867196819,1.0505497357554952,1.303036262882647
35,82,0.7832,0.0336,0.5659,23,5.270820248862369,1.27637989198509,0.9888807137545588
35,78,0.7832,0.0336,0.5659,23,5.450304264584462,1.3566438504075902,1.1873208283537444
35,78,0.7832,0.0336,0.5659,23,5.61758887928208,1.6682278877205623,0.898721983123034
35,78,0.7832,0.0336,0.5659,23,5.930965853342951,2.066774295335265,0.7283831160153712
35,78,0.7975,0.0336,0.5659,23,5.958023373948162,1.6900933583150857,1.5358600312661523
35,78,0.7832,0.0336,0.5659,23,6.2248718681746364,2.38753076766756,0.6746822010141514
35,78,0.7832,0.0336,0.5659,23,6.228149420734468,2.1872509681962624,1.0817969050764105
35,78,0.7832,0.0336,0.5659,23,6.327353200719571,2.5782000838776025,0.49830623368393717
35,82,0.7832,0.0336,0.5659,23,6.3740545890334666,2.0721543288557305,1.6038005203554722
35,82,0.7269,0.0336,0.5841,30,6.414478129837804,1.9734483554650895,1.8820595487454295
35,78,0.7269,0.0336,0.5841,33,6.693034792918206,2.9223918823086477,0.5412858212191162
35,82,0.7832,0.0336,0.5659,23,6.770624372021201,2.47784674318575,1.5855552576709029
35,82,0.7832,0.0336,0.5841,33,7.1935806903393695,2.763008141721739,1.8611450972352617
35,11,0.7975,0.0336,0.5659,23,7.32226882920172,3.3938554522264623,0.8568267539505156
35,82,0.7832,0.0336,0.5659,23,5.062173979675362,1.2317122350630456,0.6609234892246321
35,78,0.7832,0.0336,0.5659,23,5.330147999092725,1.1765888040432053,1.30711839009904
35,78,0.7832,0.0336,0.5659,23,5.673352228498102,1.5817963140646911,1.1831118288668214
35,78,0.7975,0.0336,0.5659,23,5.811173323181574,1.6738918388948432,1.274562968573461
35,78,0.7832,0.0336,0.5659,23,5.946662836969913,1.877518214304483,1.1382892453308593
35,78,0.7832,0.0336,0.5659,23,5.962336287435583,1.7342734570033405,1.4561256608644861
35,78,0.7832,0.0336,0.5659,23,6.0979510449365115,2.0116016519763757,1.1726987859202704
35,78,0.7832,0.0336,0.5659,23,6.140389380608834,2.293657300006216,0.6934641612052368
35,82,0.7832,0.0336,0.5659,23,6.21683226631014,2.2947725364436007,0.8441194597330784
35,78,0.7832,0.0336,0.5659,23,6.262181652507254,2.0793199549327728,1.3657233951489622
35,82,0.7832,0.0336,0.5659,23,6.312737567059225,1.9628890722674421,1.6996969895835656
35,78,0.7832,0.0336,0.5659,23,6.47411122828198,2.736197445168271,0.47582756622741784
35,78,0.7832,0.0336,0.5659,23,6.520830321904308,2.369895545817308,1.3018695521740005
35,78,0.7832,0.0336,0.5659,23,6.62737834637926,2.9096908394235,0.43537501391151934
35,78,0.7832,0.0336,0.5659,23,6.823307508294855,2.416527116104077,1.813560784381555
35,78,0.7832,0.0336,0.5659,23,4.050569533597376,0.3301707925494471,0.44079748209585795
